Vehicle Type,Fuel Type,Engine Size,Age of Vehicle,Mileage,Speed,Acceleration,Road Type,Traffic Conditions,Temperature,Humidity,Wind Speed,Air Pressure,CO2 Emissions,NOx Emissions,PM2.5 Emissions,VOC Emissions,SO2 Emissions,Emission Level
Truck,Petrol,0.867610002,18,29655,71.057472,0.819291586,Rural,Free flow,-4.796774571,71.00173103,4.327813638,1018.560818,463.07378,1.45751784,0.163570979,0.05356699,0.058730978,High
Bus,Diesel,1.24464436,29,230305,86.38795637,2.919314016,Highway,Moderate,19.85440196,19.59483844,17.41537036,956.2503277,63.06579075,1.41118287,0.088420679,0.098133227,0.075394744,Low
Truck,Hybrid,1.881008527,18,121232,78.16598054,1.667342699,Rural,Moderate,21.14905231,44.36324386,4.88833802,1046.73059,72.3156778,0.666934563,0.059009833,0.033575755,0.025303169,Low
Bus,Diesel,0.93796746,21,187796,17.32374706,4.551236876,City,Heavy,28.26650364,42.21055763,6.279318429,966.5303599,184.2239738,0.30771305,0.05918778,0.018787603,0.05907939,Medium
Motorcycle,Diesel,1.743464262,26,277599,71.39279268,3.058211669,Highway,Moderate,36.66420708,74.89506484,17.76839083,986.0298663,334.547968,1.722739533,0.196161835,0.024451645,0.010919838,High
Motorcycle,Petrol,3.831816117,25,218818,15.76987142,3.382463067,Highway,Moderate,12.15408411,66.65030602,4.112432399,997.0627363,211.080577,1.153178791,0.174560756,0.011724978,0.07137408,Medium
Car,Hybrid,2.991407663,16,132046,48.14837448,0.029103551,Rural,Moderate,7.60383033,47.61958306,17.69568052,954.0984441,77.70464393,1.426983084,0.159853094,0.042881105,0.097353386,Low
Truck,Hybrid,5.441892898,21,274823,68.27557631,2.49424276,Rural,Heavy,14.53855079,65.25313097,4.196059188,1004.836184,426.3130432,0.969828433,0.106000739,0.038821718,0.025789458,High
Motorcycle,Petrol,5.050706521,27,192863,67.06573369,2.155823607,Highway,Heavy,35.0099451,26.28616052,18.23611323,1036.997377,365.0992283,0.522479941,0.085828168,0.067456661,0.022298505,High
Truck,Petrol,2.577450229,18,27429,14.28881112,3.529359284,Rural,Heavy,38.99911909,23.23478824,6.352838062,1040.101816,228.3674204,0.594662011,0.122280217,0.024648912,0.052621434,Medium
Car,Petrol,2.149001854,26,280217,4.132316358,1.913193302,City,Heavy,38.56175033,23.99196528,4.924691829,982.6191628,354.6081442,1.116170494,0.113610969,0.078471144,0.050175586,High
Motorcycle,Electric,2.774400522,15,70207,95.78811766,4.882875159,City,Heavy,1.48477564,2.949767534,9.54379542,1005.879661,173.5641163,0.545634124,0.17851728,0.039031465,0.049853303,Medium
Bus,Hybrid,3.869533701,19,30365,87.11069244,3.351015908,Rural,Moderate,14.84476808,69.10762614,7.384470066,1027.679743,287.5405118,0.857483704,0.194887291,0.088867084,0.036138884,Medium
Truck,Electric,2.193930932,24,242975,9.818268548,3.299591666,Highway,Free flow,2.973701293,98.58480872,4.034993741,975.2845712,446.2287468,0.241368142,0.186894382,0.026491241,0.022439828,High
Motorcycle,Electric,4.045574321,18,106657,15.28986226,4.596705724,City,Heavy,8.399139118,30.90321416,6.767075962,1002.847251,98.45648105,1.991459272,0.155927873,0.081770738,0.093058486,Low
Motorcycle,Hybrid,2.928940591,0,7784,107.1100532,4.976024169,Rural,Moderate,-8.415794723,92.98333617,14.26458686,986.67216,431.1021394,1.271698416,0.087033772,0.026759608,0.041376037,High
Bus,Petrol,3.67064534,18,130229,92.29546819,0.989103446,Highway,Heavy,-1.969941036,60.65426094,16.63801276,987.817496,404.846765,0.377507544,0.15465593,0.011762074,0.046652244,High
Car,Electric,3.067857952,6,232273,119.5392355,4.052665716,Highway,Heavy,9.853797734,22.49342653,16.41523663,959.4137533,477.0953956,0.347205817,0.158176295,0.015259416,0.047927391,High
Car,Diesel,2.33122195,28,251428,30.4784939,0.811597477,Rural,Free flow,8.235231611,1.186463714,15.13634497,990.6889635,281.1995598,1.018240962,0.042295756,0.083404544,0.021504618,Medium
Bus,Diesel,5.731957196,22,120913,58.53635866,2.285217265,Rural,Heavy,3.941627557,72.37314285,0.10870305,966.0879257,173.7099378,0.147054824,0.165607197,0.057932434,0.027816904,Medium
Motorcycle,Hybrid,4.77075013,10,143363,28.37514913,0.500927022,City,Heavy,1.515478854,69.6574235,8.532078942,980.1270072,208.894705,0.882870725,0.183315749,0.038913243,0.011154782,Medium
Motorcycle,Electric,1.528588514,4,288298,74.73601662,3.116854892,Highway,Moderate,27.44778572,22.92533328,3.379443553,983.0281103,337.9142029,1.895339469,0.152747642,0.067733914,0.054759182,High
Motorcycle,Electric,5.316033475,29,257946,13.84970869,2.342590817,Highway,Free flow,4.727484991,33.27050891,1.469516518,993.0599945,113.3579116,1.664383527,0.139382293,0.043950185,0.059884472,Low
Car,Diesel,3.334642231,16,287794,15.26918073,3.143494742,Highway,Moderate,25.32718157,89.80467393,14.71764096,1041.691374,208.250624,1.866922364,0.05134039,0.083776313,0.029216461,Medium
Bus,Petrol,5.45167158,10,199813,8.626546969,3.389803763,Highway,Heavy,8.431255454,15.7233311,15.86959741,1013.099709,376.8948417,0.311115046,0.131171437,0.077356133,0.048069538,High
Truck,Hybrid,4.959247331,23,233420,83.23032987,3.09716125,City,Free flow,30.09896195,83.54438681,16.29233294,1047.446204,308.1862553,0.804539781,0.129877498,0.052034606,0.072193333,High
Truck,Electric,3.011110223,25,95830,59.28870929,1.470145613,City,Moderate,-1.638332563,16.92234425,17.80621591,1009.065152,78.23852374,1.154495236,0.081270785,0.010995086,0.033334137,Low
Bus,Hybrid,0.916840403,7,298345,74.12774596,4.184795786,City,Heavy,-2.119805982,48.17271357,11.80096382,1030.549004,273.5844345,1.46851079,0.031439418,0.056749896,0.043048776,Medium
Car,Hybrid,2.197122269,9,72920,105.5161256,2.758430997,City,Free flow,23.98361335,49.89652877,19.962596,1033.415147,285.8975739,0.845664931,0.092450771,0.044463121,0.07336848,Medium
Motorcycle,Electric,3.616497916,11,213869,88.83941817,2.449255866,Highway,Moderate,35.74576209,47.20896464,9.674452806,1023.90038,365.3628115,0.706005739,0.184942968,0.063450943,0.063711184,High
Bus,Petrol,4.094086743,9,162806,55.40675018,4.935319021,City,Free flow,-2.850664758,28.79295691,17.66997998,1016.991497,54.79476976,0.679622925,0.158445723,0.024463923,0.05555595,Low
Truck,Diesel,2.141015964,12,219999,118.1227186,1.417539534,Rural,Moderate,-6.314769108,25.33647289,2.258815298,991.7914992,242.7814181,1.599963582,0.077307736,0.069836569,0.088138023,Medium
Bus,Petrol,1.524651585,25,81451,54.75073214,2.640151524,City,Free flow,36.73186034,73.3154769,2.978470012,1006.727615,448.9773623,0.825460099,0.047248581,0.028560251,0.016334143,High
Motorcycle,Electric,5.141637231,17,236889,13.49408079,3.411622893,Highway,Free flow,-4.133652807,27.56769032,11.80698889,969.3716674,61.3168214,0.130994274,0.097511505,0.098192522,0.0573467,Low
Car,Hybrid,5.91889134,9,99978,119.1185697,0.626129665,Rural,Heavy,2.518345988,60.99153712,2.482695438,1011.824665,352.5846078,1.563409215,0.154029431,0.083702501,0.072977018,High
Bus,Electric,3.533588948,18,42568,2.738487602,1.771198621,Highway,Heavy,36.47470837,84.66396871,1.506012763,1001.429652,150.4319722,0.406536577,0.14019516,0.026304271,0.034853146,Medium
Motorcycle,Electric,1.692732286,19,248586,65.98602714,4.00844358,City,Heavy,30.14589465,83.70344447,3.921292644,1030.432526,224.3684828,1.293601163,0.177788778,0.058971213,0.035887913,Medium
Car,Electric,2.215998098,16,156865,37.09145864,1.183791173,Rural,Free flow,7.137890683,16.71514081,15.7507373,1040.254362,447.8501785,0.155983262,0.069188319,0.050940899,0.054871158,High
Motorcycle,Hybrid,0.895631518,19,180537,60.42625812,2.466451825,Highway,Free flow,37.72638598,65.4737643,18.54916011,963.2794552,213.137438,0.835272747,0.103944601,0.082945787,0.040683088,Medium
Truck,Diesel,5.554353794,15,221913,67.04555431,3.15315303,City,Heavy,18.40242566,60.22791318,6.669346449,1019.09078,295.4530616,0.966271032,0.058881082,0.076575965,0.048147784,Medium
Truck,Hybrid,1.412305631,4,192455,28.81150755,3.355811767,Rural,Free flow,-6.387586869,28.19845108,19.49511681,1045.004631,90.33865505,1.948857061,0.156936739,0.03663776,0.072191592,Low
Motorcycle,Hybrid,3.797885673,2,16767,66.82305069,3.64155221,City,Heavy,25.15334386,39.1453981,16.19100933,1041.788084,196.1175031,0.267523279,0.089810067,0.042790816,0.043560012,Medium
Car,Petrol,2.225087148,29,84244,90.72733344,4.329886585,Rural,Moderate,16.86386789,28.51130246,4.522154333,1033.442625,113.7428646,1.527880745,0.091378196,0.015416933,0.012474111,Low
Motorcycle,Diesel,3.681725613,26,26440,31.98118047,1.964297215,City,Heavy,18.62940253,53.70651601,11.72229998,954.8341,302.7007454,1.93302759,0.164798277,0.061057592,0.018387288,High
Truck,Hybrid,4.187386019,14,217838,46.011136,3.53315963,Rural,Heavy,39.70521222,80.3627398,19.63586829,975.2484117,256.9039683,0.626127505,0.148676396,0.078305762,0.055516632,Medium
Truck,Electric,5.114657379,25,226262,32.18912318,3.660873239,City,Free flow,-2.374285835,87.75033364,16.97571626,964.8288465,169.059509,0.528738239,0.099641352,0.047706535,0.094161057,Medium
Car,Hybrid,1.873390613,1,55919,98.46716772,1.501370651,City,Moderate,22.83979501,72.28235932,7.267181656,1042.693446,499.8304473,1.908930162,0.081551792,0.095113898,0.035682614,High
Bus,Diesel,0.857178309,12,147683,86.99787111,4.840789751,City,Free flow,12.93705486,48.34503612,6.126458703,1024.888982,118.9734745,1.030161512,0.140791987,0.022347865,0.012148133,Low
Bus,Petrol,1.511805276,21,194555,104.5435725,4.326095868,Highway,Moderate,3.594656244,95.80952836,16.38508296,1003.178464,421.4666215,1.662917985,0.18905603,0.090177134,0.083249804,High
Motorcycle,Hybrid,5.480096938,7,98995,20.40598715,1.449306643,Highway,Moderate,24.67723958,56.38790115,10.98330393,1047.940024,66.09245444,1.609797321,0.090673401,0.011938695,0.079466429,Low
Truck,Diesel,5.344228403,22,159353,8.829556579,3.375343383,City,Heavy,23.41064036,47.85466887,3.268850307,969.4718765,431.0768642,0.719403773,0.017401471,0.092192037,0.08839589,High
Car,Electric,3.906548131,26,147525,14.32602046,3.589003172,City,Heavy,32.82475541,85.6773623,6.556651168,1014.157192,264.6468269,0.456199156,0.176973495,0.037501166,0.051956802,Medium
Bus,Hybrid,3.922687674,29,19507,19.32219994,2.157418181,Rural,Free flow,33.94346176,18.46233287,13.23625955,1010.938103,422.6855636,1.435490936,0.041616666,0.019880123,0.016811558,High
Truck,Petrol,4.258190708,16,210468,63.96991928,4.31871643,Rural,Free flow,18.09097265,15.78783453,3.063177683,984.0454245,386.2352004,1.05247595,0.181283834,0.099033381,0.02330123,High
Car,Diesel,1.711930649,3,217716,116.5094484,3.451146768,Highway,Free flow,6.278628303,78.25424714,13.97432415,998.5380292,307.6854427,1.031948801,0.16761341,0.07700665,0.096434815,High
Motorcycle,Petrol,5.554942119,18,275337,42.86824999,3.290773426,Rural,Heavy,16.47902252,87.05708304,14.19857523,973.5386169,217.2049872,1.137792236,0.13534011,0.057718136,0.087043553,Medium
Bus,Hybrid,2.977606729,21,238143,115.0209923,1.104201861,Highway,Moderate,7.962756335,7.277478166,5.414927099,1017.711476,349.4805205,0.148739712,0.170723037,0.045433618,0.064603935,High
Motorcycle,Hybrid,2.792320347,24,212521,4.584095399,2.039211557,City,Free flow,3.867804201,76.40861016,7.960611437,991.824071,424.6466311,0.109628514,0.059359077,0.032958237,0.014662409,High
Motorcycle,Diesel,3.498372067,8,161764,111.2246643,2.169612446,City,Free flow,17.57876889,42.44617204,18.70901329,952.3550097,276.4877328,0.696822422,0.17260826,0.063774678,0.015998064,Medium
Truck,Hybrid,1.044223027,22,33512,21.73831288,3.668305483,City,Heavy,22.89670871,70.37268231,14.98351576,1045.078522,236.6905662,0.715002314,0.116710245,0.05040174,0.026483044,Medium
Truck,Electric,1.664673518,14,141791,109.4969983,3.091972726,Highway,Moderate,19.52856435,13.49693361,15.75621311,1000.141916,114.3023204,1.465589814,0.043660022,0.055582496,0.069288023,Low
Car,Diesel,4.637774805,27,186499,6.747291614,0.429302953,Highway,Moderate,37.72097607,97.30127527,10.3253038,1020.563388,453.3115194,0.718765515,0.058365995,0.051570644,0.097552354,High
Truck,Petrol,1.230553073,8,12402,113.7863337,1.538489759,Rural,Heavy,4.931805928,88.12802941,4.262798617,969.692999,170.2865361,0.78315063,0.160071866,0.067809217,0.062142796,Medium
Car,Diesel,3.936390969,23,119764,24.09579172,2.365237522,Rural,Heavy,8.617084253,40.59725283,11.82511825,962.7229718,105.5844308,1.144137218,0.170118039,0.093153911,0.085421083,Low
Truck,Petrol,2.07581537,20,140288,36.32568721,3.683664729,Highway,Moderate,23.38214116,89.33588261,15.4420858,1040.242193,79.79964193,1.224057031,0.176205958,0.095754916,0.078931896,Low
Motorcycle,Hybrid,2.824337193,8,245739,58.91308129,3.71784565,Rural,Free flow,20.01793138,89.49257271,0.077665285,1009.093252,387.8512338,0.733255212,0.045033565,0.085158193,0.033588713,High
Truck,Petrol,2.301207431,13,31050,45.68650575,2.452716543,Rural,Heavy,-9.906830733,46.12530249,2.275525065,999.3350872,353.7482213,1.160400091,0.181384137,0.034160265,0.062472255,High
Truck,Diesel,2.649498126,22,95808,80.10335631,0.584661911,Rural,Heavy,5.614273426,94.68855019,9.485882315,1002.115004,104.2062775,1.2738557,0.103824974,0.032304781,0.073663658,Low
Truck,Electric,4.539038707,20,50093,116.9769321,1.464517017,Rural,Moderate,2.688092623,97.68571256,8.743922949,973.6202597,288.5640312,0.596365065,0.198710062,0.061920444,0.039001113,Medium
Motorcycle,Electric,2.345032921,15,5050,72.7711789,1.273461911,City,Heavy,31.99574433,21.7212739,19.64566092,1041.268637,118.7130007,0.54791664,0.100526795,0.09771637,0.064966865,Low
Bus,Electric,3.74530413,23,115455,86.57824913,3.905132052,Highway,Heavy,33.31243654,6.666667965,1.843058012,971.4240185,222.6074571,1.791824929,0.0579055,0.059664629,0.021645417,Medium
Car,Diesel,3.275462091,22,47431,10.56063004,0.89993157,Highway,Free flow,4.194657052,33.1149784,6.473727251,965.8006278,402.29077,1.330155018,0.021356914,0.020063769,0.082069496,High
Motorcycle,Diesel,4.25109006,24,243445,75.33749149,2.324606112,Highway,Moderate,-4.896442319,48.88352611,16.30220855,1043.004589,152.5261523,0.69103904,0.136346008,0.08785989,0.03797192,Medium
Truck,Hybrid,5.671514644,25,278904,54.46197325,3.353594018,City,Free flow,0.260097353,9.267639872,12.24855187,975.7573856,62.47171448,1.146460134,0.010948344,0.077208636,0.037424183,Low
Motorcycle,Electric,4.609374905,16,147545,106.293883,4.823930765,City,Moderate,-1.171580054,14.06595575,11.23228882,1036.248472,137.0016796,1.444072969,0.168841682,0.031492946,0.075656712,Low
Bus,Hybrid,1.917689969,12,43815,46.58533196,4.996202901,Highway,Heavy,1.871767964,97.1699122,14.82402077,1027.251281,230.2227097,0.142995577,0.069047274,0.066692254,0.080601338,Medium
Bus,Electric,0.962152302,8,193532,81.53449729,4.764610718,Rural,Heavy,1.732245115,73.73005963,0.799660211,988.1943618,158.7570438,1.847681667,0.136514286,0.030214912,0.075704328,Medium
Car,Petrol,2.16377303,14,87986,27.37844739,3.591211726,City,Free flow,13.99193245,87.49380693,18.94983397,975.4002006,375.0001804,1.462738555,0.104947829,0.048271908,0.039936798,High
Bus,Petrol,3.89440524,6,25634,31.12470402,3.732204165,Rural,Free flow,5.982069037,97.11545788,3.825278988,1025.898857,405.1307138,0.845282864,0.134872444,0.031314348,0.09284434,High
Car,Hybrid,1.06741423,0,46573,45.13469171,3.796050488,Rural,Free flow,17.99108754,37.81443593,1.636750536,1009.759869,158.2264247,1.871299215,0.020103918,0.06370969,0.063560109,Medium
Bus,Diesel,3.381104485,0,223784,36.4876245,4.313024383,Rural,Moderate,7.206731217,68.78639416,6.779071551,975.404035,170.8801467,0.206110756,0.047387463,0.037285388,0.042353488,Medium
Bus,Hybrid,3.903582814,4,127099,30.46546073,4.758927314,Highway,Free flow,30.7338465,18.40219944,14.04712465,1039.087947,302.0326653,1.532945053,0.179720283,0.025127783,0.041195744,High
Car,Electric,2.538068232,23,272440,5.960244708,2.228530723,Highway,Moderate,37.53962389,55.16672008,4.629665033,1022.098242,388.6319599,1.099946698,0.08933188,0.015363985,0.017100532,High
Motorcycle,Petrol,4.808743459,8,284103,100.4095598,2.08255439,Rural,Heavy,10.19592267,20.9878478,0.997224743,1040.927813,481.7160381,1.363100013,0.117416625,0.066862169,0.025047776,High
Bus,Electric,1.354310916,11,14570,7.716183707,2.302322312,City,Moderate,-7.526573261,16.04309629,1.14825693,993.7470387,185.2481681,0.9956423,0.096843025,0.063691925,0.068817569,Medium
Motorcycle,Diesel,1.190716465,5,297567,106.4838619,3.299085857,Highway,Moderate,1.978912368,9.844363172,5.131540402,962.8199514,459.9819986,0.379738456,0.183055342,0.027516661,0.038311273,High
Motorcycle,Diesel,4.586581532,27,80263,15.05584669,3.877226981,Highway,Heavy,-4.90709179,57.97365626,2.705477111,1042.407536,131.7919557,0.595506282,0.047899339,0.010251069,0.033212959,Low
Car,Diesel,3.376554844,12,166857,7.831408448,4.352721955,Highway,Heavy,7.238195491,94.98511993,7.44866221,1010.142603,68.47698464,0.979782876,0.169392868,0.022251202,0.010458519,Low
Car,Hybrid,4.379692461,25,112446,67.56057168,2.281053771,Highway,Heavy,22.25571171,12.22217949,3.461461681,1010.60595,406.6220751,1.845796501,0.021415279,0.037483342,0.085947199,High
Motorcycle,Electric,3.061102161,27,193878,60.29301511,1.816863131,City,Heavy,15.94539545,50.23144554,6.886286754,1008.426544,265.3763731,0.229812742,0.172888029,0.057082087,0.034461717,Medium
Bus,Petrol,2.081290573,7,34341,58.94814826,4.916763074,City,Free flow,2.143783901,68.70681173,8.889742616,997.2393023,84.58517433,0.298946723,0.181555512,0.089703985,0.03764356,Low
Bus,Diesel,5.059332052,14,5597,68.9405193,1.159438105,Highway,Heavy,28.36295263,49.58616807,14.85078417,975.504308,81.9977304,0.390146649,0.160064217,0.028926749,0.099456581,Low
Car,Electric,4.956962571,5,134868,34.44679273,1.110024176,City,Moderate,-3.425963531,91.17759244,4.547990537,1011.302188,56.12833284,1.30102948,0.062653869,0.029394771,0.05307693,Low
Motorcycle,Diesel,4.412421648,26,107127,79.55391281,3.577037274,Highway,Moderate,1.409798756,16.62956507,9.501275478,1021.860274,187.8462878,0.795979634,0.031682106,0.085975334,0.058320175,Medium
Motorcycle,Electric,2.215154714,5,75589,60.28826636,0.898286478,Highway,Heavy,23.80235753,2.416326101,16.30710385,1041.654319,380.9135017,0.383563484,0.105162893,0.055741073,0.015305446,High
Truck,Diesel,3.869199468,3,246992,40.16921603,1.997044999,Rural,Moderate,-0.138280666,38.31181219,19.72754379,957.2147708,349.3912507,0.331733445,0.136506732,0.072226289,0.055713204,High
Bus,Petrol,2.677064264,10,131607,99.18008004,1.461934112,City,Moderate,23.93813579,55.54888088,11.1461234,975.4709533,499.8505051,1.380905101,0.165647804,0.041206996,0.048324238,High
Car,Electric,1.276226781,20,195984,87.32653156,0.843552284,Rural,Free flow,38.84706751,25.45070914,8.646407346,1027.668579,317.2691889,0.97892239,0.106125349,0.085499371,0.088313047,High
Car,Electric,5.570030592,29,45785,47.23324103,2.898536195,Rural,Free flow,31.56766436,16.84335477,12.63066258,1027.515069,99.71251354,1.758239393,0.11386459,0.050480076,0.057059294,Low
Motorcycle,Hybrid,1.511456881,17,253138,101.7141342,1.867557454,City,Moderate,-1.999472982,80.48378305,9.725913211,971.2034506,490.3252003,0.867648758,0.187851863,0.091263577,0.088227076,High
Motorcycle,Petrol,5.74123424,2,161941,110.43099,2.311170864,Highway,Heavy,16.02492108,18.85751921,3.295132851,968.4717679,361.8371842,1.345909297,0.019078003,0.046043675,0.077933114,High
Bus,Hybrid,3.119230019,2,196166,64.42395205,0.979315024,Highway,Heavy,11.11607817,44.2682208,9.188943641,986.7140209,218.316107,1.612104551,0.070598937,0.082785531,0.011135927,Medium
Bus,Hybrid,1.76269123,29,231427,25.79429402,3.839334013,City,Free flow,39.58347066,95.44811105,19.58200612,956.2915365,161.1476663,1.911989686,0.093251144,0.015011577,0.097573481,Medium
Truck,Hybrid,3.617884926,11,30192,109.8950588,1.573560417,Rural,Moderate,38.22003509,61.27048337,12.80857293,1023.036079,149.9750124,1.751665613,0.131507044,0.071454012,0.016590204,Low
Bus,Hybrid,5.339318347,26,200229,22.73755441,1.713590895,Highway,Heavy,-3.644397361,49.77234528,5.668645178,1016.980873,480.3049337,1.57308252,0.028058796,0.02273748,0.013149389,High
Motorcycle,Hybrid,4.607569409,20,79941,5.81078717,1.260769811,Rural,Heavy,35.4365436,36.02502327,18.94292013,1035.872549,238.7394241,0.884487313,0.176222579,0.090740463,0.03791033,Medium
Truck,Diesel,4.994117969,29,135475,39.29844106,2.172017861,Rural,Heavy,-0.329083098,52.0385453,7.771633062,993.0049147,269.0630084,1.967328489,0.070117545,0.096818015,0.048180785,Medium
Truck,Electric,4.225673507,20,183582,87.23596134,2.317883136,Rural,Moderate,5.972575086,73.43070606,7.802427529,1013.673601,426.5609835,0.602966313,0.045163283,0.038913439,0.03009671,High
Truck,Electric,4.399838135,5,5017,110.7928904,2.648334582,City,Free flow,7.670398987,82.25272385,12.33198984,1045.394949,483.7388642,1.35646179,0.122388237,0.060639763,0.054747488,High
Bus,Petrol,5.215817388,20,170275,76.47427762,4.83784141,Rural,Heavy,4.341102256,64.98477368,11.37947433,1045.880231,51.97700825,0.348172508,0.036704898,0.045978198,0.097113912,Low
Bus,Hybrid,2.098273646,27,187545,114.2206256,4.52345904,Highway,Moderate,32.66218966,79.03170547,5.808731429,957.1077614,495.6094666,1.251262741,0.072711444,0.06516252,0.059990992,High
Truck,Diesel,3.345009811,5,183195,11.08450071,3.046963155,Highway,Moderate,6.496620294,8.841778462,9.341606493,950.1884345,83.957687,1.410788483,0.173753771,0.041900119,0.020059136,Low
Car,Diesel,1.950289097,7,45938,7.290447551,0.194517339,Rural,Moderate,30.83692095,1.437445014,6.650260512,1045.99844,426.5757409,0.271557025,0.159976609,0.083723741,0.092069658,High
Motorcycle,Electric,5.935873642,14,189001,72.50303409,3.061301704,City,Moderate,39.71884083,73.44110309,14.75560901,1003.53166,477.6433608,0.660402108,0.063398082,0.012823079,0.019901027,High
Car,Diesel,5.709108566,17,85265,115.9339587,0.448343034,Rural,Free flow,32.03807689,26.17040702,2.450057329,1020.040054,302.5011241,1.31889683,0.08974636,0.076717665,0.051173893,High
Motorcycle,Electric,1.005019419,19,168444,60.32655707,3.551721193,Rural,Moderate,7.307146322,87.76782504,15.0050226,1041.259716,298.2710742,1.24405669,0.106460446,0.011245067,0.051555593,Medium
Bus,Hybrid,4.468990897,28,184324,6.181827113,1.950388233,Rural,Free flow,25.56261967,53.58506777,3.223340506,993.3154599,351.0562532,1.369602078,0.117732831,0.096660031,0.075538511,High
Bus,Petrol,5.611291251,15,276772,26.54623873,4.188482458,Highway,Free flow,16.69617235,47.8520948,6.119639828,994.0653282,208.7741675,0.33644374,0.067078555,0.013649365,0.071172539,Medium
Motorcycle,Petrol,1.738991795,5,143573,29.37514877,4.712646226,City,Moderate,29.32588919,77.28187725,6.666635747,966.6981571,124.6115311,1.079087892,0.111479016,0.081550185,0.06548256,Low
Truck,Electric,3.753315199,27,118165,40.5428555,2.085551707,Rural,Moderate,-2.345130268,74.10960036,19.80824351,1040.582828,79.88678122,1.862453848,0.156917723,0.072964677,0.067289258,Low
Motorcycle,Hybrid,5.560539147,20,119346,5.23240603,2.302776477,City,Free flow,21.90672963,70.42765324,11.79643969,1014.767331,446.4955334,1.912164771,0.140336423,0.087467607,0.078444464,High
Truck,Diesel,0.976519089,16,92862,108.5871241,2.950737905,City,Heavy,28.68333867,68.9900956,15.55108385,968.0269247,296.297395,0.340785669,0.190679551,0.021562834,0.025502436,Medium
Bus,Petrol,4.42658539,8,246393,61.86767337,0.985663609,Rural,Free flow,28.06156677,51.53959972,11.10755968,1005.979201,362.3317769,1.799354962,0.055342862,0.041938457,0.097872422,High
Car,Diesel,2.346214838,18,9402,80.51169515,4.636664204,Rural,Moderate,38.17965028,92.6475536,19.66315938,982.8163938,199.4234826,1.195306748,0.138864894,0.017741327,0.059106783,Medium
Truck,Electric,5.606860216,17,91861,8.060740427,2.164999633,Highway,Heavy,-7.079430961,89.06414097,3.547627025,964.718197,413.1538438,1.530543812,0.190441331,0.035964582,0.074935531,High
Truck,Electric,5.849502875,24,182992,6.493856136,0.83410168,Rural,Heavy,7.288968455,32.94049415,12.09748259,968.1869447,207.4645644,0.386228473,0.028260963,0.064841112,0.062100143,Medium
Bus,Petrol,5.710185743,22,262084,70.37613264,3.813659167,Highway,Heavy,13.82767909,80.46945393,15.94764134,1005.925716,63.39251645,1.501945568,0.116764803,0.09729118,0.088787492,Low
Truck,Diesel,3.265913927,4,107089,106.4755213,1.095756862,Rural,Free flow,5.48817642,89.11085139,12.57112285,1006.438523,201.6069927,0.235047331,0.197034445,0.032882957,0.062851696,Medium
Motorcycle,Diesel,5.282621785,27,26000,63.41784012,0.717646375,City,Moderate,5.489475684,61.82549711,17.93872369,1028.994078,432.6466555,1.302731588,0.02167196,0.040662365,0.018606391,High
Truck,Hybrid,5.191656872,5,112885,105.3383007,2.814360377,Highway,Free flow,-1.193569666,55.55791927,12.01415963,974.7984284,444.1498126,1.369330928,0.078959734,0.046708756,0.088634229,High
Motorcycle,Petrol,2.459322461,11,198534,97.31895277,3.357476276,City,Moderate,30.64757015,67.18867476,16.52877098,1041.583338,470.6233872,1.362990565,0.026149913,0.012758409,0.019211018,High
Car,Electric,5.110360466,10,268132,9.102454295,2.847813703,Highway,Heavy,35.40345222,16.30606575,3.515942487,1001.861293,274.7653089,0.21144916,0.121300361,0.071961828,0.056945245,Medium
Car,Petrol,0.992439701,15,205351,24.23489693,3.282553245,Highway,Free flow,-5.883632021,8.734367621,5.241277887,970.4172689,480.4669621,0.829963304,0.172018102,0.021365447,0.028164721,High
Bus,Electric,3.900603368,19,240456,78.9252803,0.577620062,Rural,Free flow,-2.255054412,82.0150275,8.881371548,991.3280576,274.6303298,1.514351564,0.055969079,0.089057334,0.02088746,Medium
Bus,Electric,1.996045954,16,212690,53.22016591,2.380090189,City,Moderate,1.422649994,57.33262271,17.03235424,1042.335927,119.2619551,1.613953838,0.048806101,0.047331758,0.021002038,Low
Car,Electric,1.426947806,19,113174,34.88397764,1.78509322,Rural,Heavy,15.44937419,12.25014903,8.531187841,997.8156543,275.916635,0.889465335,0.110716621,0.088676192,0.087929102,Medium
Motorcycle,Diesel,1.200156648,8,229982,50.23606273,4.866843081,City,Heavy,29.55860167,41.63180271,12.54917875,1037.471511,440.8763997,0.407832832,0.077522519,0.07612449,0.041122405,High
Car,Hybrid,4.420701635,0,205471,53.42395755,0.248119671,Highway,Moderate,-6.427223762,29.82343715,7.916232038,965.9832735,403.5604307,1.048948465,0.166960851,0.080100666,0.041767946,High
Bus,Electric,2.567349812,25,60659,109.2662701,1.491471015,City,Free flow,21.84064928,87.54779542,16.11440778,1041.39584,245.3239281,1.335501488,0.03545325,0.043820587,0.071672697,Medium
Truck,Diesel,4.568787212,2,245776,12.41499404,4.70931097,City,Heavy,-2.533227186,50.72201811,4.005751725,993.0618805,145.6445088,1.848762532,0.183748589,0.083160172,0.084857275,Low
Bus,Hybrid,1.139852972,20,95343,33.56768962,4.917480916,City,Heavy,38.57285339,57.75125461,11.87538956,1043.612694,311.5038233,1.394554536,0.164040596,0.060481328,0.083749497,High
